Format,1.0B,
Memory Length,10000,Memory Length,10000,
14, ,-14, ,
12, ,-14, ,
11, ,-14, ,
10, ,-14, ,
10, ,-14, ,
9, ,-14, ,
7, ,-14, ,
7, ,-13, ,
6, ,-13, ,
6, ,-13, ,
5, ,-13, ,
4, ,-14, ,
4, ,-14, ,
3, ,-13, ,
3, ,-13, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-1, ,-14, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-14, ,
-4, ,-13, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-13, ,
-3, ,-14, ,
-3, ,-14, ,
-5, ,-13, ,
-3, ,-13, ,
-4, ,-14, ,
-4, ,-14, ,
-4, ,-14, ,
-3, ,-14, ,
-4, ,-14, ,
-2, ,-14, ,
-3, ,-13, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-13, ,
-3, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-1, ,-14, ,
-2, ,-14, ,
-2, ,-13, ,
-2, ,-13, ,
-1, ,-13, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-13, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
1, ,-14, ,
2, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-13, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
0, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-13, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
0, ,-14, ,
1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-13, ,
1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
0, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-13, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-13, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-13, ,
2, ,-13, ,
1, ,-13, ,
1, ,-13, ,
1, ,-13, ,
1, ,-13, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
0, ,-14, ,
2, ,-14, ,
1, ,-14, ,
1, ,-14, ,
2, ,-14, ,
0, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-13, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-13, ,
-1, ,-14, ,
-1, ,-14, ,
-1, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
2, ,-14, ,
1, ,-14, ,
2, ,-14, ,
2, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
2, ,-14, ,
3, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-13, ,
1, ,-14, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-13, ,
-2, ,-13, ,
0, ,-13, ,
0, ,-13, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
2, ,-13, ,
1, ,-13, ,
2, ,-13, ,
2, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-14, ,
1, ,-14, ,
0, ,-13, ,
1, ,-13, ,
0, ,-13, ,
0, ,-13, ,
0, ,-14, ,
-1, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-13, ,
-5, ,-13, ,
-5, ,-14, ,
-6, ,-14, ,
-7, ,-14, ,
-6, ,-14, ,
-6, ,-14, ,
-6, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-9, ,-14, ,
-10, ,-14, ,
-10, ,-13, ,
-12, ,-13, ,
-14, ,-13, ,
-18, ,-13, ,
-18, ,-13, ,
-21, ,-13, ,
-25, ,-13, ,
-28, ,-13, ,
-30, ,-14, ,
-31, ,-14, ,
-31, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-30, ,-14, ,
-30, ,-13, ,
-29, ,-14, ,
-27, ,-14, ,
-25, ,-14, ,
-25, ,-14, ,
-25, ,-13, ,
-25, ,-14, ,
-26, ,-14, ,
-26, ,-13, ,
-28, ,-14, ,
-28, ,-14, ,
-29, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-29, ,-13, ,
-29, ,-14, ,
-29, ,-14, ,
-24, ,-14, ,
-22, ,-14, ,
-20, ,-14, ,
-18, ,-14, ,
-14, ,-14, ,
-12, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-13, ,
-9, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-10, ,-13, ,
-10, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-9, ,-14, ,
-6, ,-14, ,
-4, ,-14, ,
-2, ,-14, ,
0, ,-14, ,
0, ,-13, ,
1, ,-14, ,
1, ,-14, ,
2, ,-13, ,
2, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-3, ,-14, ,
-5, ,-14, ,
-8, ,-14, ,
-8, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-11, ,-14, ,
-11, ,-14, ,
-11, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-13, ,
-7, ,-13, ,
-10, ,-13, ,
-11, ,-14, ,
-10, ,-14, ,
-13, ,-14, ,
-15, ,-14, ,
-17, ,-14, ,
-19, ,-14, ,
-21, ,-14, ,
-25, ,-13, ,
-26, ,-14, ,
-26, ,-14, ,
-27, ,-13, ,
-27, ,-14, ,
-26, ,-14, ,
-27, ,-14, ,
-27, ,-14, ,
-26, ,-13, ,
-26, ,-14, ,
-26, ,-14, ,
-28, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-31, ,-14, ,
-31, ,-14, ,
-32, ,-14, ,
-33, ,-14, ,
-33, ,-14, ,
-33, ,-14, ,
-32, ,-14, ,
-33, ,-14, ,
-33, ,-14, ,
-33, ,-14, ,
-32, ,-14, ,
-33, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-30, ,-14, ,
-30, ,-13, ,
-30, ,-13, ,
-29, ,-13, ,
-29, ,-14, ,
-29, ,-14, ,
-30, ,-14, ,
-32, ,-14, ,
-33, ,-13, ,
-35, ,-13, ,
-35, ,-14, ,
-37, ,-14, ,
-39, ,-13, ,
-39, ,-14, ,
-39, ,-14, ,
-38, ,-14, ,
-36, ,-14, ,
-36, ,-14, ,
-35, ,-14, ,
-33, ,-14, ,
-34, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-33, ,-13, ,
-33, ,-14, ,
-34, ,-14, ,
-34, ,-13, ,
-34, ,-14, ,
-35, ,-14, ,
-34, ,-14, ,
-32, ,-14, ,
-32, ,-14, ,
-30, ,-14, ,
-28, ,-13, ,
-28, ,-14, ,
-28, ,-14, ,
-28, ,-14, ,
-28, ,-14, ,
-28, ,-14, ,
-29, ,-13, ,
-28, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-29, ,-13, ,
-29, ,-13, ,
-29, ,-13, ,
-26, ,-13, ,
-26, ,-13, ,
-25, ,-13, ,
-24, ,-13, ,
-22, ,-14, ,
-20, ,-14, ,
-20, ,-14, ,
-18, ,-14, ,
-15, ,-14, ,
-15, ,-14, ,
-12, ,-14, ,
-8, ,-14, ,
-7, ,-13, ,
-3, ,-14, ,
-2, ,-14, ,
3, ,-14, ,
5, ,-14, ,
7, ,-14, ,
10, ,-14, ,
12, ,-14, ,
11, ,-14, ,
12, ,-14, ,
13, ,-13, ,
14, ,-13, ,
14, ,-14, ,
13, ,-14, ,
15, ,-14, ,
15, ,-14, ,
14, ,-13, ,
15, ,-14, ,
14, ,-14, ,
13, ,-14, ,
14, ,-13, ,
12, ,-14, ,
12, ,-14, ,
9, ,-14, ,
8, ,-14, ,
7, ,-14, ,
6, ,-13, ,
5, ,-13, ,
4, ,-13, ,
4, ,-13, ,
4, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
2, ,-14, ,
1, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-13, ,
-4, ,-14, ,
-6, ,-14, ,
-8, ,-14, ,
-8, ,-14, ,
-10, ,-14, ,
-13, ,-13, ,
-13, ,-13, ,
-14, ,-13, ,
-14, ,-14, ,
-16, ,-14, ,
-17, ,-14, ,
-18, ,-14, ,
-21, ,-13, ,
-21, ,-14, ,
-20, ,-14, ,
-22, ,-14, ,
-22, ,-14, ,
-23, ,-14, ,
-24, ,-13, ,
-23, ,-14, ,
-25, ,-14, ,
-27, ,-14, ,
-26, ,-14, ,
-28, ,-14, ,
-28, ,-14, ,
-28, ,-13, ,
-28, ,-14, ,
-29, ,-14, ,
-28, ,-14, ,
-28, ,-14, ,
-29, ,-13, ,
-28, ,-13, ,
-28, ,-13, ,
-28, ,-13, ,
-28, ,-13, ,
-28, ,-14, ,
-28, ,-14, ,
-29, ,-14, ,
-29, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-31, ,-14, ,
-30, ,-14, ,
-30, ,-14, ,
-27, ,-14, ,
-27, ,-14, ,
-27, ,-14, ,
-25, ,-13, ,
-24, ,-14, ,
-23, ,-14, ,
-22, ,-14, ,
-22, ,-14, ,
-19, ,-14, ,
-17, ,-14, ,
-17, ,-14, ,
-15, ,-14, ,
-12, ,-13, ,
-12, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-4, ,-14, ,
-2, ,-14, ,
-2, ,-13, ,
1, ,-14, ,
5, ,-14, ,
4, ,-13, ,
8, ,-14, ,
8, ,-14, ,
10, ,-14, ,
11, ,-14, ,
10, ,-14, ,
12, ,-14, ,
13, ,-14, ,
12, ,-14, ,
13, ,-14, ,
11, ,-13, ,
14, ,-13, ,
14, ,-13, ,
12, ,-13, ,
12, ,-14, ,
12, ,-14, ,
11, ,-14, ,
9, ,-14, ,
8, ,-14, ,
7, ,-14, ,
7, ,-14, ,
7, ,-14, ,
6, ,-14, ,
4, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-3, ,-13, ,
-3, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-7, ,-14, ,
-8, ,-14, ,
-9, ,-13, ,
-10, ,-13, ,
-10, ,-13, ,
-11, ,-13, ,
-13, ,-14, ,
-13, ,-14, ,
-13, ,-14, ,
-13, ,-13, ,
-16, ,-13, ,
-17, ,-14, ,
-17, ,-14, ,
-18, ,-14, ,
-20, ,-14, ,
-20, ,-14, ,
-22, ,-14, ,
-21, ,-14, ,
-23, ,-14, ,
-23, ,-14, ,
-23, ,-14, ,
-24, ,-14, ,
-25, ,-14, ,
-25, ,-14, ,
-26, ,-13, ,
-25, ,-14, ,
-25, ,-14, ,
-25, ,-13, ,
-25, ,-14, ,
-24, ,-14, ,
-25, ,-14, ,
-25, ,-14, ,
-26, ,-14, ,
-25, ,-14, ,
-25, ,-13, ,
-25, ,-14, ,
-25, ,-14, ,
-25, ,-13, ,
-24, ,-14, ,
-24, ,-14, ,
-24, ,-14, ,
-24, ,-14, ,
-22, ,-14, ,
-22, ,-13, ,
-22, ,-13, ,
-22, ,-13, ,
-22, ,-13, ,
-21, ,-13, ,
-21, ,-13, ,
-22, ,-14, ,
-22, ,-14, ,
-21, ,-14, ,
-21, ,-14, ,
-21, ,-14, ,
-20, ,-14, ,
-19, ,-14, ,
-19, ,-13, ,
-19, ,-14, ,
-19, ,-14, ,
-19, ,-14, ,
-18, ,-14, ,
-19, ,-14, ,
-18, ,-14, ,
-18, ,-14, ,
-17, ,-14, ,
-16, ,-14, ,
-18, ,-13, ,
-17, ,-14, ,
-17, ,-14, ,
-17, ,-13, ,
-17, ,-14, ,
-17, ,-14, ,
-17, ,-14, ,
-17, ,-14, ,
-16, ,-14, ,
-16, ,-13, ,
-15, ,-13, ,
-15, ,-13, ,
-16, ,-13, ,
-16, ,-14, ,
-16, ,-14, ,
-15, ,-14, ,
-15, ,-13, ,
-15, ,-14, ,
-15, ,-14, ,
-15, ,-13, ,
-12, ,-14, ,
-12, ,-14, ,
-13, ,-13, ,
-12, ,-13, ,
-10, ,-13, ,
-10, ,-13, ,
-9, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-8, ,-14, ,
-8, ,-14, ,
-7, ,-14, ,
-7, ,-13, ,
-7, ,-13, ,
-5, ,-14, ,
-4, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-2, ,-13, ,
-2, ,-14, ,
-1, ,-14, ,
-2, ,-13, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
2, ,-14, ,
0, ,-14, ,
1, ,-14, ,
2, ,-13, ,
0, ,-13, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
-1, ,-13, ,
-2, ,-14, ,
-1, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-14, ,
-3, ,-14, ,
-4, ,-14, ,
-6, ,-14, ,
-5, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-7, ,-14, ,
-8, ,-13, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-8, ,-13, ,
-7, ,-14, ,
-7, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-13, ,
-8, ,-13, ,
-8, ,-13, ,
-9, ,-13, ,
-7, ,-14, ,
-7, ,-14, ,
-8, ,-14, ,
-7, ,-14, ,
-9, ,-13, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-9, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-10, ,-13, ,
-11, ,-14, ,
-11, ,-14, ,
-12, ,-14, ,
-11, ,-14, ,
-11, ,-14, ,
-12, ,-14, ,
-11, ,-14, ,
-12, ,-13, ,
-11, ,-14, ,
-11, ,-14, ,
-11, ,-13, ,
-10, ,-13, ,
-10, ,-13, ,
-10, ,-13, ,
-10, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-9, ,-14, ,
-8, ,-14, ,
-7, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-3, ,-14, ,
-1, ,-14, ,
-2, ,-13, ,
-1, ,-13, ,
-1, ,-13, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
-2, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-13, ,
1, ,-13, ,
-1, ,-13, ,
-1, ,-13, ,
-1, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-2, ,-13, ,
-1, ,-13, ,
-2, ,-14, ,
-2, ,-14, ,
-1, ,-13, ,
-1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
0, ,-14, ,
2, ,-14, ,
2, ,-14, ,
3, ,-14, ,
4, ,-14, ,
2, ,-14, ,
4, ,-14, ,
5, ,-14, ,
4, ,-14, ,
4, ,-14, ,
3, ,-14, ,
3, ,-14, ,
4, ,-13, ,
3, ,-13, ,
3, ,-13, ,
2, ,-13, ,
2, ,-14, ,
2, ,-14, ,
1, ,-13, ,
0, ,-14, ,
0, ,-14, ,
-2, ,-13, ,
-2, ,-14, ,
-4, ,-14, ,
-5, ,-13, ,
-4, ,-14, ,
-5, ,-14, ,
-6, ,-14, ,
-5, ,-14, ,
-7, ,-14, ,
-6, ,-14, ,
-5, ,-14, ,
-6, ,-14, ,
-5, ,-14, ,
-6, ,-14, ,
-5, ,-14, ,
-5, ,-14, ,
-5, ,-13, ,
-4, ,-13, ,
-3, ,-14, ,
-3, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
-2, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
1, ,-13, ,
2, ,-13, ,
1, ,-13, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-13, ,
2, ,-13, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
1, ,-13, ,
2, ,-14, ,
0, ,-14, ,
2, ,-14, ,
2, ,-14, ,
1, ,-14, ,
1, ,-14, ,
2, ,-13, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-14, ,
1, ,-13, ,
1, ,-14, ,
1, ,-14, ,
0, ,-14, ,
1, ,-14, ,
2, ,-14, ,
1, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
3, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
2, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
4, ,-14, ,
4, ,-14, ,
3, ,-13, ,
5, ,-13, ,
4, ,-13, ,
3, ,-13, ,
4, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
3, ,-14, ,
4, ,-14, ,
3, ,-14, ,
1, ,-14, ,
2, ,-14, ,
2, ,-13, ,
2, ,-13, ,
2, ,-13, ,
1, ,-13, ,
2, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
0, ,-14, ,
-1, ,-13, ,
-1, ,-14, ,
-2, ,-14, ,
-2, ,-13, ,
-2, ,-13, ,
-2, ,-14, ,
-3, ,-14, ,
-3, ,-13, ,
-3, ,-13, ,
-3, ,-14, ,
-3, ,-14, ,
-4, ,-13, ,
-5, ,-13, ,
-5, ,-14, ,
-5, ,-14, ,
-6, ,-14, ,
-6, ,-14, ,
-7, ,-14, ,
-8, ,-14, ,
-8, ,-14, ,
-7, ,-14, ,
-8, ,-14, ,
-8, ,-13, ,
-8, ,-14, ,
-8, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-10, ,-13, ,
-9, ,-13, ,
-10, ,-14, ,
-10, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-10, ,-14, ,
-9, ,-14, ,
-10, ,-13, ,
-7, ,-13, ,
-6, ,-14, ,
-7, ,-14, ,
-5, ,-13, ,
-2, ,-13, ,
-4, ,-14, ,
-1, ,-14, ,
-1, ,-13, ,
0, ,-13, ,
1, ,-14, ,
1, ,-14, ,
2, ,-14, ,
2, ,-13, ,
2, ,-14, ,
3, ,-14, ,
2, ,-14, ,
3, ,-14, ,
4, ,-14, ,
3, ,-14, ,
4, ,-14, ,
3, ,-14, ,
2, ,-14, ,
2, ,-14, ,
0, ,-14, ,
-1, ,-14, ,
-1, ,-14, ,
-3, ,-13, ,
-3, ,-14, ,
-4, ,-14, ,
-5, ,-14, ,
-6, ,-14, ,
-6, ,-14, ,
