Format,1.0B,
Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,
Trigger Address,159,Trigger Address,159,
Trigger Level,2.720E-01,Trigger Level,2.720E-01,
Source,CH1,Source,CH2,
Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,16,Vertical Units Extend Div,16,
Label,,Label,,
Probe Type,0,Probe Type,0,
Probe Ratio,1.000e+00,Probe Ratio,1.000e+00,
Vertical Scale,5.000e-01,Vertical Scale,2.000e+00,
Vertical Position,0.000e+00,Vertical Position,0.000e+00,
Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-06,Horizontal Scale,5.000E-06,
Horizontal Position,2.420E-05,Horizontal Position,2.420E-05,
Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000e-09,Sampling Period,5.000e-09,
Horizontal Old Scale,5.000E-06,Horizontal Old Scale,5.000E-06,
Horizontal Old Position,2.420E-05,Horizontal Old Position,2.420E-05,
Firmware,V1.32,Firmware,V1.32,
Mode,Fast,Mode,Fast,
Waveform Data,,Waveform Data,,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
0, ,43, ,
0, ,43, ,
1, ,43, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,43, ,
0, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,43, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
1, ,43, ,
0, ,43, ,
1, ,43, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,43, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,43, ,
1, ,43, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,43, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,43, ,
0, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,43, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,43, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
1, ,42, ,
0, ,42, ,
1, ,42, ,
1, ,42, ,
-2, ,42, ,
1, ,42, ,
18, ,42, ,
88, ,43, ,
125, ,43, ,
124, ,43, ,
121, ,42, ,
36, ,42, ,
-5, ,42, ,
8, ,43, ,
58, ,42, ,
125, ,42, ,
125, ,43, ,
125, ,42, ,
125, ,42, ,
125, ,43, ,
125, ,43, ,
124, ,43, ,
124, ,43, ,
115, ,42, ,
111, ,42, ,
106, ,42, ,
103, ,42, ,
97, ,42, ,
93, ,42, ,
90, ,42, ,
86, ,42, ,
79, ,42, ,
77, ,42, ,
74, ,42, ,
72, ,42, ,
66, ,42, ,
63, ,42, ,
61, ,42, ,
58, ,43, ,
53, ,43, ,
51, ,43, ,
49, ,43, ,
47, ,43, ,
43, ,43, ,
41, ,43, ,
40, ,42, ,
38, ,42, ,
34, ,43, ,
34, ,43, ,
31, ,42, ,
30, ,42, ,
28, ,42, ,
26, ,42, ,
25, ,42, ,
24, ,42, ,
22, ,42, ,
21, ,42, ,
20, ,42, ,
19, ,42, ,
18, ,42, ,
17, ,42, ,
16, ,43, ,
15, ,42, ,
14, ,42, ,
13, ,42, ,
12, ,42, ,
11, ,42, ,
10, ,43, ,
9, ,42, ,
9, ,42, ,
8, ,42, ,
7, ,42, ,
7, ,42, ,
6, ,42, ,
6, ,43, ,
6, ,43, ,
5, ,43, ,
5, ,43, ,
4, ,42, ,
4, ,42, ,
3, ,43, ,
3, ,42, ,
3, ,42, ,
3, ,42, ,
2, ,42, ,
2, ,42, ,
2, ,42, ,
1, ,42, ,
1, ,42, ,
1, ,43, ,
1, ,42, ,
1, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,42, ,
0, ,43, ,
0, ,43, ,
-1, ,42, ,
-1, ,42, ,
